,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description
164,164,164,KI-Campus,Von der Datenanalyse zur Datengeschichte – Datenanalyseergebnisse adressatengerecht kommunizieren,data;big data,Data Storytelling;Communication;Analysis Results;Public Audience;Decision-Making;Data Visualization;Presentation Skills;Audience Understanding;Data Interpretation;Effective Communication,Von der Datenanalyse zur Datengeschichte – Datenanalyseergebnisse adressatengerecht kommunizieren,"<p>Gesellschaftliche Debatten zu Corona-Pandemie und Klimawandel verdeutlichen, wie wichtig die adressatengerechte und zielgruppenspezifische Kommunikation von Datenanalyseergebnissen fuer die breite Oeffentlichkeit und politische Entscheidungstraeger*innen ist. Ziel des Kurses ist es, Data Storytelling sowohl auf theoretischer als auch auf praktischer Ebene zu vermitteln.</p>"
165,165,165,KI-Campus,KI und Ethik I: Grundlagen der Ethik,aI;interdisciplinary,Ethics;Artificial Intelligence;Philosophy;Introduction;Basics;Principles;Values;Morality;Decision Making;Values-Based Decision Making,KI und Ethik I: Grundlagen der Ethik,"<p>Um Kuenstliche Intelligenz aus philosophischer Perspektive betrachten und ethisch beurteilen zu koennen, bedarf es zuallererst einer grundlegenden Vorstellung davon, was <strong>Ethik</strong> ist und leisten kann. Der Kurs bietet eine entsprechende <strong>Einfuehrung</strong>.</p><p>Dieser Kurs ist Teil der <strong>Kursreihe ""KI und Ethik""</strong>. Sie umfasst insgesamt fuenf Kurse, die auch unabhaengig voneinander belegt werden koennen:</p><p><strong>KI und Ethik I: Grundlagen der Ethik</strong><br>KI und Ethik II: Ethische Herausforderungen digitaler Transformation<br>KI und Ethik III: Kuenstliche Intelligenz und Ethik - Grundlagen<br>KI und Ethik IV: Kuenstliche Intelligenz und Ethik – Anwendungen<br>KI und Ethik V: Kuenstliche Intelligenz in der Lebenswelt  </p>"
166,166,166,KI-Campus,KI und Ethik II: Ethische Herausforderungen digitaler Transformation,aI;interdisciplinary,Artificial Intelligence;Digital Transformation;Ethics;Communication;Education;Democracy;Economy;Technology;Change;Impact,KI und Ethik II: Ethische Herausforderungen digitaler Transformation,"<p>Die Entwicklung Kuenstlicher Intelligenz erfolgt eingebettet in den groeßeren Kontext einer <strong>digitalen Transformation</strong>. Wie wirkt sich die Digitalisierung auf <strong>Kommunikation</strong>, <strong>Bildung</strong>, <strong>Demokratie</strong> und <strong>Oekonomie</strong> aus? Und wie sind diese Auswirkungen ethisch zu beurteilen? Der Kurs weitet den Blick hinsichtlich veraenderter, aber auch konstanter Bedingungen in zentralen Lebensbereichen.</p><p>Dieser Kurs ist Teil der <strong>Kursreihe ""KI und Ethik""</strong>. Sie umfasst insgesamt fuenf Kurse, die auch unabhaengig voneinander belegt werden koennen:</p><p>KI und Ethik I: Grundlagen der Ethik<br><strong>KI und Ethik II: Ethische Herausforderungen digitaler Transformation</strong><br>KI und Ethik III: Kuenstliche Intelligenz und Ethik - Grundlagen<br>KI und Ethik IV: Kuenstliche Intelligenz und Ethik - Anwendungen<br>KI und Ethik V: Kuenstliche Intelligenz in der Lebenswelt</p>"
167,167,167,KI-Campus,KI und Ethik III: Künstliche Intelligenz und Ethik - Grundlagen,aI;interdisciplinary,Artificial Intelligence;Ethics;Concepts;Principles;Understanding;Technology;Foundation;Relationship;Digital Transformation;Machines,,
168,168,168,KI-Campus,KI und Ethik V: Künstliche Intelligenz in der Lebenswelt,aI;interdisciplinary,Artificial Intelligence (AI);Technology;Culture;Influence;Inspiration;Film Studies;Art Philosophy;Ethics;Good Life;Digital Transformation,,
169,169,169,KI-Campus,Entscheidungsbäume do it yourself (DIY) – Datenbasiertes Entscheiden,education,Data Analysis;Decision Trees;Machine Learning;Data Science;Data Exploration;Artificial Intelligence;Data-Based Decision Making;Multivariate Analysis;Real-World Data;DIY (Do-It-Yourself) Learning,,
170,170,170,KI-Campus,ChaBoDoc - ChatBots for FutureDocs ,healthcare;nlp;HubBW,Medical Students;Chatbots;Artificial Intelligence (AI);Online Course;Medicine;Technology;Ethics;Future of Healthcare;ChatGPT;Healthcare Technology,ChaBoDoc - ChatBots for FutureDocs,"<p>Der Online-Kurs ""ChatBots for FutureDocs"" richtet sich an Medizinstudierende. Diese sollen lernen, wie man moderne Technologien wie ChatBots und KI muendig nutzen kann. Der Kurs deckt auch ethische Fragen rund um diese Technologien ab. Am Ende wird ChatGPT vorgestellt, das einen großen Einfluss auf die medizinische Branche haben wird. Die Studierenden erhalten ein Verstaendnis fuer ChatBots und ihre Anwendungsmoeglichkeiten in der Medizin.</p>"
171,171,171,KI-Campus,Step by Step zu deinem Chatbot - KI praktisch anwenden!,iot;nlp,Chatbots;Artificial Intelligence (AI);Step-by-Step Guide;Learning Resource;Interactive Course;Speech-Based Assistants;Machine Learning;Software Development;Programming;Automation,Step by Step zu deinem Chatbot - KI praktisch anwenden!,"<p><strong>Was steckt hinter Chatbots, sprachbasierten Assistenten &amp;Co? Was koennen sie, wie funktionieren sie und wie werden sie erstellt?</strong></p><p>Mit diesem Learning-by-doing Kurs  fuehren wir dich Step by Step in die Thematik von KI Chatbots ein. Der Kurs zeigt dir, wie und mit welchen Tools sie erstellt werden und welche Potenziale sie eroeffnen. Du findest  hier eine komplette Anleitung, mit der du einen solchen Chatbot selbst entwickelst und gestaltest.</p>"
172,172,172,KI-Campus,Data Literacy - Basiskurs Data Lifecycle,data,Data Literacy;Digital Age;Data Management;Competence;Responsibility;Ethics;Security;Planning;Awareness;Data Handling,Data Literacy - Basiskurs Data Lifecycle,"<p>Wachsende Datenmengen kennzeichnen fast alle Lebensbereiche. Je staerker die Digitalisierung die Welt durchdringt, umso mehr wird der Bedarf sichtbar, mit Daten kompetent umgehen zu koennen. Die Sensibilisierung fuer einen planvollen und sicheren Umgang mit Daten sowie ihren bewussten und ethisch reflektierten Einsatz ist das Ziel dieses Kurses. </p>"
173,173,173,KI-Campus,Data Literacy - Daten interpretieren durch Data Mining ,data;machine learning,Data Mining;Big Data;Insights;Patterns;Extraction;Analysis;Methods;Techniques;Datasets;Business Intelligence,Data Literacy - Daten interpretieren durch Data Mining ,"<p>Data Mining – das klingt nach Bergarbeiten, um in der Tiefe nach Daten zu schuerfen. Aber was verbirgt sich wirklich dahinter?Dieser Kurs zeigt, was Data Mining ist, und gibt einen theoretischen und praktischen Einblick in unterschiedliche Methoden des Data Minings.</p>"
174,174,174,KI-Campus,Data-Informed Decision-Making in a Pandemic,data;leadership;kie;healthcare,Data-Driven;Decision-Making;Pandemic;Leadership;Public Health;Business;Crisis Management;Problem-Solving;Analytics;Evidence-Based,Data-Informed Decision-Making in a Pandemic,"<p>During the global COVID-19 pandemic, leaders in politics and businesses have to make lots of difficult decisions. Many conflicting interests have to be considered to find tradeoffs that keep damages in all aspects of public and private life as small as possible.</p><p>This course will examine <strong>how</strong> those <strong>decisions can be supported with data</strong>.</p>"
175,175,175,KI-Campus,Data2Teach - Wie Daten Schule und Schulen Daten machen,education;HubBW,Data Competence;Educational Context;Data Analysis;Data Visualization;School;Responsibility;Data Collection;Evaluation;Skills;Digital Literacy,Data2Teach - Wie Daten Schule und Schulen Daten machen,"<p>Daten werden auch als der ""Rohstoff des 21. Jahrhunderts"" bezeichnet. Datenkompetenz ist darum eine immer relevantere Qualifikation in allen Berufsgruppen - auch fuer Lehrer und Lehrerinnen. Da hier Daten von teilweise Minderjaehrigen gesammelt werden, ist eine reflektierte und kompetente Datennutzung besonders wichtig. </p><p>Aber wo tauchen eigentlich ueberall Daten im Schulkontext auf? Und was gilt es bei der Arbeit mit ihnen zu beachten? Wie koennen Daten effektiv und sinnvoll ausgewertet und visualisiert werden? Und welche Chancen, aber auch Herausforderungen ergeben sich daraus?</p><p>Dieser Kurs gibt Antworten auf diese und weitere Fragen, indem er in das Thema Datenkompetenz im Bildungskontext einfuehrt. Er richtet sich vorrangig an Lehramtsstudierende, aber auch an alle anderen Interessierten, die in das Thema Datensammlung und -auswertung einsteigen moechten.</p>"
176,176,176,KI-Campus,Schule macht Daten,education;data,Data Analysis;Artificial Intelligence;Computer Science;Education;Teachers;Secondary Schools;Data Literacy;Online Course;Lifelong Learning;Foundation Skills,Schule macht Daten,"<p>Das Vorhaben “Schule macht Daten” richtet sich an Lehramtsstudierende und Lehrende der Sekundarstufe I &amp;II und ist faecheruebergreifend angelegt, wobei der Fokus insbesondere auf meinungsbildenden und gesellschaftswissenschaftlichen Faechern liegt. Dabei ist ein naturwissenschaftliches-informatisches Grundlagenverstaendnis notwendig. Dieses Grundlagenwissen wird im ersten Modul des Online-Kurses aufgebaut. Darueber hinaus eignet sich der Online-Kurs im Sinne eines lebenslangen Lernens auch fuer Personen, die sich bereits in der Lehre befinden sowie fuer allgemein Interessierte an der Thematik KI und Daten.</p>"
177,177,177,KI-Campus,Data Literacy für die Grundschule,education;data,Data Literacy;Primary School;Teachers;Education;Digital Skills;Learning;Computers;Students;Information Age;Basic Concepts,,
178,178,178,KI-Campus,Dr. med. KI - Basics,healthcare,Artificial Intelligence (AI);Medicine;Diagnosis;Data;Cancer;Ethics;Patient Care;Healthcare;Technology;Future of Medicine,Dr. med. KI - Basics,"<p>Dr. med. KI – erfahre, wie KI funktioniert und in der Medizin angewendet wird. Hier findest du Antworten auf Fragen wie: Was ist ueberhaupt KI? Warum sind Daten so wichtig? Wie wird KI eingesetzt, um Krankheiten wie Krebs besser zu diagnostizieren? Auch ethische und rechtliche Fragen kommen nicht zu kurz: Werden in Zukunft alle Aerzt*innen durch Roboter ersetzt? Welche Potentiale oder Risiken entstehen durch KI fuer das Patientenwohl? </p>"
179,179,179,KI-Campus,Dr. med. KI - Grundlagen für Ärztinnen und Ärzte,healthcare,Artificial Intelligence;Medicine;Medical Professionals;Data Standards;Machine Learning;Deep Learning;Medical Examples;Terminology;Basics;Online Course,,
180,180,180,KI-Campus,Dr. med. KI - Clinics,healthcare,Artificial Intelligence;Medical Applications;Machine Learning;Neuroimaging;Medication Development;Healthcare;Medicine;Algorithms;Technology;Clinical Practice,Dr. med. KI - Clinics,"<p>Gewinne mit ""Dr. med. KI - Clinics"" Einblicke in verschiedene Anwendungsfelder von KI in der Medizin. Expert:innen der Charité Berlin liefern spannende Beispiele aus der Praxis und sprechen ueber Potentiale und Herausforderungen bei der Verwendung von KI-Technologien. Im Rahmen eines breiten Themenspektrums von KI in der Neurobildgebung bis hin zu Anwendungsszenarien von Algorithmen in der Medikamentenentwicklung kannst du dein Wissen vertiefen und dir neue Perspektiven erschließen.&nbsp;</p>"
181,181,181,KI-Campus,Einführung in die KI,basics of ai;kie,Artificial Intelligence (AI);Machine Learning;Online Course;Introduction;Beginner-Friendly;Technical Aspects;Functions;Impacts;Self-Paced;Practical Exercises,,
182,182,182,KI-Campus,Erklärbares Maschinelles Lernen für Ingenieurwissenschaften,iot;machine learning,Machine Learning;Artificial Intelligence;Explainable AI;Engineering;Education;Online Course;Practical Examples;Hands-on Exercises;Self-Study;Technical Skills,,
183,183,183,KI-Campus,KI-Explorables für die Schule,education,Interactive Learning;Computer Science;Mathematics;Hands-on Experiments;Games;Education;Schools;Workshops;Home Use;Open-Licensed Resources,,
184,184,184,KI-Campus,Ganzheitliche angewandte KI im Ingenieurbereich - Prozessinformatik,iot;machine learning;human machine interaction,Artificial Intelligence;Engineering;Data Collection;Process Informatics;Practical Application;Technical Equipment;Automation;Computer Science;Innovation;Industry Solutions,Ganzheitliche angewandte KI im Ingenieurbereich - Prozessinformatik,"<p>Dieser anwendungsorientierter Kurs lehrt nicht die klassische Informatik, sondern entwickelt mich euch einen Prototypen zur Datenerfassung aus technischen Anlagen. Fokus liegt auf diesem praktischen Ziel, das von wichtigen und relevanten Grundlagen begleitet wird. </p>"
185,185,185,KI-Campus,Ganzheitliche angewandte KI im Ingenieurbereich - Maschinelles Lernen in der Produktion,iot,Machine Learning;Engineering;Production;Artificial Intelligence;Applied Learning;Practical Examples;Industry Applications;Data Analysis;Predictive Modeling;Innovative Solutions,Ganzheitliche angewandte KI im Ingenieurbereich - Maschinelles Lernen in der Produktion,<p>Dieser anwendungsorientierte Kurs zum Maschinellen Lernen richtet sich besonders an Interessierte aus dem Ingenieurbereich.<br>Es werden Grundlagen des Maschinellen Lernens erlaeutert und direkt in Anwendung an praxisnahen Beispielen gebracht.  </p>
186,186,186,KI-Campus,KI im Technischen Service für Industrie 4.0,iot;leadership;kie,Artificial Intelligence (AI);Industry 40;Technical Services;Service Processes;Efficiency;Cost Reduction;Optimization;Industrial Technology;Automation;Innovation,,
187,187,187,KI-Campus,Identifikation von KI-Use-Cases,kie,Artificial Intelligence (AI);Project Evaluation;Benefits Analysis;Technical Requirements;Data Availability;Project Management;Business Applications;Use Cases;Innovation;Technology Implementation,Identifikation von KI-Use-Cases,"<p>In diesem Kurs beschaeftigen wir uns mit zentralen Fragen der Umsetzung eines KI-Projekts, wie z. B. <strong>welchen Nutzen</strong> wir aus dem geplanten Projekt ziehen koennen, wie wir bestimmen und ueberwachen koennen, ob dieser Nutzen tatsaechlich geliefert wird, welche <strong>technischen Bedingungen</strong> es zu beachten gilt und ob uns die <strong>erforderlichen Daten</strong> zur Verfuegung stehen. Außerdem lernen wir mit dem ""Enterprise AI Canvas"" ein Tool kennen, das uns dabei unterstuetzt, <strong>Anwendungsfaelle fuer KI-Projekte zu evaluieren</strong>.</p>"
