Unnamed: 0.1,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description,title_en,description_en
143,143,143,LERNEN.cloud,Citizen Science,Cybersecurity;School;Teaching material;Internet;Media literacy,Data Collection;Online Learning;Citizen Engagement;Sensors;Data Analysis;Community Impact;Privacy Protection;Cybersecurity;Environmental Awareness;Social Change,Citizen Science,"<p>Das Sammeln von Daten im Internet hat auch positive Aspekte, zum Beispiel die Foerderung der Oeffentlichkeitsbeteiligung. Ziel des abschließenden Kurses <strong>»Citizen Science«</strong> unserer Kursreihe ist es, die Gruende zu ermitteln, warum Daten gesammelt werden und wie diese zu Veraenderungen und Fortschritt beitragen koennen.Sie lernen die Relevanz von Sensoren zur Datenerhebung kennen und verstehen, wie Sie basierend auf eigenen erhobenen Daten neues Wissen erzeugen und dieses nutzen koennen, um Veraenderungen im eigenen Umfeld anzustoßen. Gleichzeitig erfahren Sie dabei, wie durch pseudonymisierte Datenerhebung ein gesellschaftlicher Mehrwert geschaffen werden kann, ohne sensible Informationen ueber die eigene Privatsphaere preiszugeben. </p><p>Alle Informationen zum Projekt finden Sie unter <a href=""https://cybersecurity4schools.de"">https://cybersecurity4schools.de</a></p>",Citizen Science,"<p>Collecting data on the Internet also has positive aspects, for example the increasing public participation. The goal of the final course <strong> »Citizen Science« </strong> of our course series is to find the reason, why data is collected and how it can contribute to change and progress. You learn about the relevance of sensors for data collection and understand how to generate new knowledge based on your own data and use this to initiate changes in your own environment. At the same time, you will learn how to create a social added value through pseudonymized data collection without revealing sensitive information about your own privacy.</p> <p> All information about the project can be found at <a href = ""https://cybersecurity4schools.de""> https://cybersecurity4schools.de </a> </p>"
144,144,144,LERNEN.cloud,Passwörter & Datensicherheit,Cybersecurity;School;Teaching material;Internet;Media literacy,Data Security;Passwords;Online Safety;Cybersecurity;Digital Privacy;Encryption;Secure Access;Online Protection;Password Management;Data Protection,,,Passwords & data security,
145,145,145,LERNEN.cloud,Wie bewege ich mich im Internet?,Cybersecurity;School;Teaching material;Internet;Media literacy,Internet basics;Cybersecurity;Online safety;Internet functions;Online awareness;Safety online;Internet understanding;Digital literacy;Online behavior;Cyber security for schools,Wie bewege ich mich im Internet?,"<p>Im Gegensatz zu den Gefahren in unserem Alltag sind Gefahren im Internet unsichtbar und fuer Nutzer*innen nicht nachvollziehbar. Nicht sichtbare Prozesse foerdern im Allgemeinen das sogenannte Black-Box-Denken. Daraus folgt Unwissenheit, welche wiederum in Unbehagen und Ablehnung muendet.  </p><p>Dieser Kurs umfasst die Themenfelder und Inhalt des ersten Moduls, welches den Aufbau und die Funktionsweise des Internets greifbar macht. Mit Hilfe der Hintergrundinformationen soll spielerisch das Bewusstsein fuer Cybersicherheit gestaerkt werden.</p><p>Alle Informationen zum Projekt finden Sie unter <a href=""https://cybersecurity4schools.de"">https://cybersecurity4schools.de</a></p>",How do I move on the Internet?,"<P> In contrast to the dangers in our everyday life, dangers on the Internet are invisible and are not understandable for users. Not-understandable processes generally strengthen the so-called black box thinking. This leads to ignorance, which in turn leads to un-wellness and rejection.</p> <p> This course includes the subject areas and content of the first module, which makes the structure and functionality of the Internet tangible. With the help of the background information, awareness of cyber security should be fostered. </p> <p> All information about the project can be found at <a href = ""https://cybersecurity4schools.de""> https://cybersecurity4schools.de <//a> </p>"
146,146,146,LERNEN.cloud,Cybersecurity4Schools - Übersicht,Cybersecurity;School;Teaching material;Internet;Media literacy,Cybersecurity;Online Safety;Internet Safety;Information Security;Cyber Threats;Online Risks;Digital Safety;Computer Security;Online Protection;Cyber Education,,,Cybersecurity4Schools - overview,
147,147,147,LERNEN.cloud,Blended-Learning-Einführungskurs iPads für Tablet-Klassen,Teaching tool;ipad;tablet;school,iPad;Tablet Classroom;Blended Learning;Introduction Course;Educational Technology;Digital Learning;Online Course;Interactive Learning;Step-by-Step Guidance;Student Orientation,,,Blended learning introductory course iPads for tablet classes,
148,148,148,LERNEN.cloud,Medientreff – Kollegiale Vermittlung digitaler Kompetenzen,School;digital skills;teaching staff;digitalisation at school;digital teaching;networking at school,Professional Development;Digital Skills;Teacher Collaboration;School-Based Learning;Flexible Learning;Peer-to-Peer Learning;Workshop Format;Educational Technology;Teacher Training;Team-Building,Medientreff – Kollegiale Vermittlung digitaler Kompetenzen,"<p>Ein Medientreff ist ein flexibles Fortbildungsformat, um <strong>digitale Kompetenzen im eigenen Schulkollegium</strong> in wertschaetzender Atmosphaere zu vermitteln.Die teilnehmenden Lehrkraefte gestalten durch die Themenwahl, den gemeinsamen kollegialen Austausch und dem spiralfoermigen Kompetenzerwerb jeden Medientreff in einzigartiger Weise mit.</p>",Media meeting - collegial mediation of digital skills,"<p> A media meeting is a flexible training format to convey <strong> digital skills in your own school college </strong> in an appreciative atmosphere. The participating teachers design the media meeting in a unique way through the choice of topics, the joint collegial exchange and the spiral acquisition of competences.</p>"
149,149,149,LERNEN.cloud,LERNEN.cloud-Forum 2021: Lehrerfortbildung zu jeder Zeit und an jedem Ort,Forum;training;digital teaching;effective;federal states;self-study course;online course;hybrid teaching;creating;experience;digital teaching media;digital learning media;innovative concepts;lesson design;accreditation of digital trainings,Teacher Training;Digital Learning;Online Education;Professional Development;Coronavirus Pandemic;Online Seminars;Learning Resources;Educational Technology;Teacher Education;Distance Learning,LERNEN.cloud-Forum 2021: Lehrerfortbildung zu jeder Zeit und an jedem Ort,"<p>Seit Beginn der Corona-Pandemie ist die Anzahl digitaler Lernangebote in Erwachsenenbildung foermlich explodiert. Immer wieder neue online-Seminare, die Fuelle an Lernvideos auf Youtube, neue Lernplattformen – eine Menge an Unternehmen wollen auf den Zug der digitalen Lehre aufspringen. Doch wie ist die Qualitaet dieser Angebote?</p>",Learning.cloud-Forum 2021: Teacher training at any time and in every place,"<p> Since the beginning of the Corona pandemic, the number of digital learning offers in adult education has exploded. Again and again new online seminars, the amount of learning videos on YouTube, new learning platforms - a lot of companies want to jump on the train of digital teaching. But what is the quality of these offers? </p>"
150,150,150,LERNEN.cloud,LERNEN.cloud-Forum 2022: Sich digital fortbilden? Qualitativ und nachhaltig!,Forum;training;digital teaching;effective;federal states;learning course;online course;flipped classroom;hybrid teaching;programming tasks;development;experience;digital teaching media;digital learning media;innovative concepts;lesson design,Digital Learning;Teacher Training;Online Education;Professional Development;Sustainability;Quality Control;Teacher Needs;Structured Learning;Technology Integration;Educational Forum,LERNEN.cloud-Forum 2022: Sich digital fortbilden? Qualitativ und nachhaltig!,"<p>Zwei Jahre nach der Pandemie sind Online-Angebote bereits fester Bestandteil der Lehrkraeftefortbildung geworden. Die vielfaeltigen Angebote sind jedoch haeufig zu unstrukturiert und nicht immer bedarfsgerecht. Im zweiten LERNEN.cloud-Forum vom 17. Juni 2022 stand daher im Fokus, wie sich digitale Fortbildungen fuer Lehrkraefte qualitativ hochwertig gestalten lassen. </p>",Learning.Cloud-Forum 2022: Following up digitally?Qualitative and sustainable!,"<P> Two years after pandemic, online offers have already become an integral part of advanced training for teachers. However, the diverse offers are often too unstructured and not always appropriate. In the second learning.Cloud forum of June 17, 2022, the focus was therefore on how digital advanced training can be made of high quality for teacher.</p>"
151,151,151,LERNEN.cloud,LERNEN.cloud-Forum 2023: Wie begeistere ich meine Schüler:innen für MINT? Digital – Interaktiv – Kreativ,Forum;training;digital teaching;effective;federal states;self-study course;online course;hybrid teaching;creating;experience;digital teaching media;digital learning media;innovative concepts;lesson design;STEM;aI;school;computer science lessons;digital and analogue;virtual reality;serious games;design thinking;playful;tools for teaching;motivation;students;gender stereotypes;diversity;creativity;interactivity,MINT subjects;Education;Learning;Digital tools;Interactive lessons;Creativity;Diversity;Inclusivity;Innovative teaching;Classroom resources,,,Learning.cloud-Forum 2023: How do I inspire my students: inside for mint?Digital - interactive - creative,
152,152,152,LERNEN.cloud,Java - Objektorientierte Programmierung für Schüler:innen,School;Classes;Programming;Computer Science;Java,Java Programming;Object-Oriented Programming;High School Students;Online Course;Programming Exercises;Practical Skills;Java Language;Computer Science;Programming Basics;Object-Oriented Principles,,,Java - Object-oriented programming for students,
153,153,153,LERNEN.cloud,Interaktives Periodensystem - erforsche die Elemente deiner Erde,teaching;lesson design;school;digital tools;education;sustainable development;digital world;teaching ideas;experimenting;designing;creative;teamwork skills,Interactive learning;Periodic table;Elements;Sustainable development;Digital education;Research project;Makey Makey;Presentation skills;Science education;Environmental awareness,Interaktives Periodensystem - erforsche die Elemente deiner Erde,"<p><strong>Du bist Lehrkraft und auf der Suche nach spannenden Unterrichtsprojekten, die Themen nachhaltiger Entwicklung mit Themen digitaler Bildung verknuepfen?</strong></p><p>In diesem Projekt (passend fuer <strong>Sek I</strong>) erforschen deine Schueler*innen, in welcher Beziehung ein Element zu ihrem Leben steht und bereiten anschließend mithilfe vom Makey Makey ihre Rechercheergebnisse interaktiv auf.</p><p><strong><a target=""_blank"" rel=""noopener"" href=""https://tueftelakademie.de/wp-content/uploads/2020/02/Interaktives-Periodensystem-Downloadmaterial-komplett.zip"">Hier</a> gibt es das gesamte Arbeitsmaterial als ZIP-Ordner kostenlos zum downloaden. Viel Spaß!</strong></p><hr><p>Die Materialien wurden vom Digital Literacy Lab (DLL) erstellt: das DLL ist ein Gemeinschaftsprojekt von <a target=""_blank"" rel=""noopener"" href=""https://junge-tueftler.de/"">Junge Tueftler</a>, <a target=""_blank"" rel=""noopener"" href=""https://education-innovation-lab.de/"">Education Innovation Lab</a> und <a target=""_blank"" rel=""noopener"" href=""https://tueftelakademie.de/"">TueftelAkademie</a> – drei Organisationen, die Nachhaltigkeit und digitale Bildung fest an Schulen verankern moechten.</p><p>Weitere Informationen findest du auf unserer <a target=""_blank"" rel=""noopener"" href=""http://dl-lab.org/"">Projektwebsite</a>.</p><p><em>Lizenz</em></p><p>Alle unsere Materialien werden als kostenlose, offene Lehr- und Lernmaterialien - sogenannte&nbsp;Open Educational Resources&nbsp;(OER) entwickelt. Die Inhalte unserer Materialien sind, sofern nicht anders angegeben, unter&nbsp;CC-BY-SA 4.0&nbsp;TueftelAkademie verwendbar.</p>",Interactive periodic system - explore the elements of your earth,"<p> <strong> You are a teacher and looking for exciting teaching projects that link the topics of sustainable development with the topics of digital education?/Strong>) Explore your Schueler in which relationship is an element to your life and then use the makey makey make your research results.""Noopener"" href = ""https://tueftelakademie.de/wp-content/uploads/2020/02/interactive-periodenystem-download material-f.zip""> Here the entire working material is available as a zip-folder free of charge to download.Have fun!https://junge-tueftler.de/"">junge Tuftler </a>, <a target = ""_ blank"" rel = ""noopener"" href = ""https://education-innovation-lab.de/""> Education innovationLab </a> and <a target = ""_ blank"" rel = ""noopener"" href = ""https://tueftelakademie.de/""> Tuftelakademie </a> - three organizations that have to firmly anchor sustainability and digital education at schools. </p> <p> Further information can be found on our <a target = ""_ blank"" rel = ""noopener"" href = ""http://dl-lab.org/""> project website </a>. </p> <p> <em> license </em> </p> <p> All of our materials are developed as free, open teaching and learning materials - so -called  Open Educational Resources  (Oer).Unless otherwise stated, the content of our materials can be used under  cc-by-Sa 4.0  Tuftelakademie. </p>"
